asset_id,window_start_ms,label_health_level_mean,label_health_level_std,label_health_level_min,label_health_level_max,label_health_level_p95,load_mean,load_std,load_min,load_max,load_p95,motor_current_a_mean,motor_current_a_std,motor_current_a_min,motor_current_a_max,motor_current_a_p95,rpm_mean,rpm_std,rpm_min,rpm_max,rpm_p95,temp_c_mean,temp_c_std,temp_c_min,temp_c_max,temp_c_p95,vib_rms_mean,vib_rms_std,vib_rms_min,vib_rms_max,vib_rms_p95,temp_c_slope,vib_rms_slope,motor_current_a_slope,temp_c_delta,vib_rms_delta,motor_current_a_delta,rpm_delta,vib_rms_norm,y
PUMP-001,1779674940000,0.0,0.0,0.0,0.0,0.0,0.3529858227592876,0.018420652683655166,0.3145357957454334,0.3949178455387456,0.38430563246154315,18.58381815495179,0.5635874109871024,17.527669441020624,20.045179818745915,19.572125093143107,1498.8783441078426,15.367480471416387,1471.1508999052887,1549.9540329534266,1526.3058160144803,34.5640057826781,0.74710492365794,32.82983551970209,36.1799950927149,35.89648381497467,1.8115427877539476,0.07592572370064729,1.597613135035369,1.9510388433447443,1.9264053395568157,0.023020930966717666,0.0013297168071607092,0.006245519237523487,0.0,0.0,0.0,0.0,1.2085981402540493,0
PUMP-001,1779675000000,0.0,0.0,0.0,0.0,0.0,0.3489910247386541,0.01990655569342014,0.3017958052732518,0.3873207903260617,0.37758276640508137,18.444637168087457,0.541188929555259,16.952210707506264,19.444132021638527,19.268214787010294,1496.2263924298381,14.572767411999806,1463.6439940324567,1533.8506190428889,1523.409262983065,35.456654054682865,0.6147463409776879,33.772686528441625,36.90333124736827,36.48676506594352,1.8152545262015638,0.08892712767575572,1.6058613775605852,1.9730492839025848,1.9521307174453701,0.009261515727982917,0.0003142254729487694,-0.003977028263259801,0.892648272004763,0.0037117384476161863,-0.1391809868643321,-2.6519516780044796,1.213221022008983,0
PUMP-001,1779675060000,0.0,0.0,0.0,0.0,0.0,0.34870830334819386,0.019087321070532754,0.2953651419970488,0.3929322705761974,0.3764121131991269,18.49819236395751,0.5191799549136411,16.695082498057737,19.74039690193793,19.21761300304641,1497.4763931754203,11.952606495885377,1474.4332012985117,1526.3035196145215,1515.0895368545484,36.30531560788636,0.6598683379697506,34.69255596308163,37.81020129142459,37.429990044782556,1.8104523565854684,0.09551724735063229,1.6440258641695986,2.0464887601310155,1.9634520822597534,0.012855124041640964,7.175384344200905e-05,0.0018853448102362305,0.8486615532034918,-0.004802169616095364,0.05355519587005375,1.250000745582156,1.20900146128175,0
PUMP-001,1779675120000,0.0,0.0,0.0,0.0,0.0,0.34909531676567684,0.020240051490373962,0.3158584668519882,0.4091637344710319,0.3868067102158976,18.494089265907395,0.5466437771275271,17.430145034684262,20.30414258445328,19.223674926561205,1499.3781354577852,12.967983479822497,1468.9840759270562,1530.0581992397158,1518.79441483159,36.696843269886344,0.6660793327102795,35.41058739731369,38.73687321935026,37.84072910997931,1.8226629713190332,0.07769780160247874,1.6139337555636746,2.01842205971466,1.940555519833887,0.0006749913622433365,0.0011962772435424392,-0.004630171540447762,0.39152766199998723,0.012210614733564773,-0.004103098050116216,1.9017422823649213,1.2156118010556043,0
PUMP-001,1779675180000,0.0,0.0,0.0,0.0,0.0,0.3514723059433634,0.020099291504853373,0.3067736876314306,0.3949377318749536,0.3845689482614843,18.55775578644858,0.5364436590426059,17.57659069668556,19.928323068842996,19.39033312253045,1499.3784573110481,14.666513715492057,1455.5227480737246,1540.8176060856724,1521.9229239755678,36.518428797177975,0.7439190327577164,34.508475632714834,39.06523079715371,37.33172503019271,1.8258476289767287,0.08486036649722747,1.639782463014123,1.999298611462392,1.9597332027670427,-0.00289538826967501,-0.00022076845858419347,0.0009181637175370264,-0.17841447270836852,0.003184657657695489,0.0636665205411866,0.00032185326290345984,1.2177355239021088,0
PUMP-001,1779675240000,0.0,0.0,0.0,0.0,0.0,0.3493924797663668,0.02080522883353183,0.2936600279874874,0.3983893571036213,0.38143864550388934,18.596733023608287,0.5710422226072384,17.158229350053546,19.99504805389712,19.481605470737772,1502.6721034446912,14.762787704514862,1456.5483713523115,1530.344538802102,1527.451817205697,35.892701734420385,0.7347537030965327,34.43827624557884,37.586521891052776,36.85947974082425,1.848662001346242,0.09116663012151408,1.5829549461176384,2.002400112738711,1.9853970982078482,-0.014183458512604078,0.0004186882558697766,-0.002342030147311413,-0.6257270627575906,0.022814372369513336,0.038977237159706135,3.293646133643051,1.2302489457676553,0
PUMP-001,1779675300000,0.0,0.0,0.0,0.0,0.0,0.34653668525295445,0.022995035360209564,0.2887013758073469,0.4055601178642243,0.38657653780694695,18.579314201623927,0.6948592277951481,16.96434316351616,20.133240301830657,19.582491896787207,1499.252150255427,14.323645331532,1463.6387777037994,1531.794857126472,1521.3578545708797,34.89474669220463,0.7873268736962102,32.872943221322494,36.53622553977626,36.20182701494409,1.840714836452423,0.07808848572395351,1.6446098835052794,2.0187810338411625,1.940240942879855,-0.008923388467819903,7.02733748829001e-05,0.010908573601316352,-0.9979550422157573,-0.00794716489381897,-0.017418821984360733,-3.419953189264106,1.227754523069584,0
PUMP-001,1779675360000,0.0,0.0,0.0,0.0,0.0,0.3464064607813195,0.018470405026392727,0.3077239656115545,0.3884814097391386,0.37317576303750255,18.68419073146601,1.3174714247719228,17.278097881055366,28.083154591568253,19.289974672168434,1500.51247098816,13.386932624036582,1472.032684828393,1528.287569230959,1523.2782936688661,33.80166995276381,0.7240968584314829,32.16901729974699,35.061074290380425,34.94743211538919,1.902862107963306,0.3918398983822685,1.7029615739249426,4.838580682331614,1.9644193947858757,-0.02365082342468521,0.0016931024920652294,0.0005971944303349766,-1.0930767394408178,0.06214727151088284,0.10487652984208395,1.2603207327329073,1.2681406363584196,0
PUMP-001,1779675420000,0.0,0.0,0.0,0.0,0.0,0.3538904871268541,0.02035035948837401,0.2885935851648928,0.4094824964361563,0.3901758911333482,18.750022817512157,0.5837702345664161,17.170799063396107,20.046748359665973,19.80045086190834,1498.1952523394887,13.723937950736586,1457.6667416130697,1527.5727085961794,1517.7510814455754,32.966766633159025,0.6031026043962637,31.366800224128085,34.47530843669409,33.83465467942821,1.8511719075353106,0.07292746547412822,1.7152932583229192,2.031413024897315,1.9575043862825952,-0.010779390164918396,0.0008047014171291767,0.00643622775027185,-0.8349033196047841,-0.051690200427995325,0.06583208604614654,-2.3172186486713144,1.2356004125925677,0
PUMP-001,1779675480000,0.0,0.0,0.0,0.0,0.0,0.3505756752630129,0.02411665551687577,0.2885320468301445,0.4187223260612447,0.3822080365942236,18.703704247097274,0.6285654595516801,17.270518705592714,20.1259262206207,19.705801663031703,1496.4004634223681,12.027126738298053,1467.3282042923024,1518.8907701637468,1513.005006379255,31.925469923747848,0.8532955404116385,30.51554994749975,34.53535563147098,33.328371413620324,1.8627669477036062,0.07382488086169448,1.6983431032889604,2.03006422479074,1.9726454627935626,-0.025721787366719578,-0.00018156191675101433,-0.013116779246649701,-1.0412967094111778,0.0115950401682956,-0.04631857041488274,-1.7947889171205134,1.2448310117549177,0
PUMP-001,1779675540000,0.0,0.0,0.0,0.0,0.0,0.472138236688787,0.10352393753467613,0.3030362068633407,0.5907979397595687,0.5755247589478739,21.79186411764408,2.57531292606704,17.43128681810828,25.029914955162045,24.48071796587199,1810.1850642395755,251.36691140151277,1473.2251515863916,2034.8246625337104,2020.0283952462948,34.3732819981911,2.6168420869517894,29.422178634468207,37.464661041290086,37.34550235531152,1.9887809224347468,0.13520538893446366,1.7151673258915048,2.293714730619687,2.1882975650064713,0.11739508073719875,0.005418706595840232,0.12112093894195619,2.447812074443256,0.12601397473114062,3.088159870546807,313.7846008172073,1.0986610502220366,0
PUMP-001,1779675600000,0.0,0.0,0.0,0.0,0.0,0.5498289915686835,0.018995906141203046,0.4973440439948077,0.5875725540578218,0.5760161689323721,23.77492533853542,0.5705457700071088,22.439254394149344,25.040147207767323,24.620272203105113,1998.778810957247,15.792016286205614,1965.2952537985047,2035.3984336902267,2027.1615189064557,36.25814648117183,0.6497086614507709,34.854814596726506,38.054182625522294,37.29800264477817,2.0734885753116297,0.08363563564008765,1.8543759147987215,2.2413833191981443,2.206646744224127,0.002245902879213535,0.00012399862558042077,-0.0028678186215322604,1.8848644829807242,0.08470765287688287,1.98306122089134,188.5937467176716,1.0373771857934684,0
PUMP-001,1779675660000,0.0,0.0,0.0,0.0,0.0,0.5492869433354708,0.022619157253857988,0.4921514333280766,0.5900684663010968,0.5870135601759975,23.715114544649104,0.6161943525005213,22.225272348161663,25.093755140190844,24.700430238427305,2000.6964237540167,13.358477286302533,1964.163571952215,2027.8611236026188,2021.7672716892725,36.50756872952617,0.7992203489266856,34.122772582919794,38.65361577085797,37.51184542483956,2.0734418431955177,0.08456741071398433,1.9238781638170976,2.3214794762470414,2.230050415578892,0.01265792388841951,-0.0009553703767498081,0.009118865085966094,0.24942224835434246,-4.6732116111947164e-05,-0.05981079388631727,1.9176127967696175,1.0363595307205458,0
PUMP-001,1779675720000,0.0,0.0,0.0,0.0,0.0,0.5478774502225258,0.018559450869976426,0.503001483350547,0.5839393179226762,0.5774133835207668,23.760694310360545,0.5156618569206965,22.696756920411797,24.932856506041315,24.59716731111027,2000.6542931460383,13.281733782702103,1969.8463246699864,2030.9870946556275,2025.2000831541482,37.408255346478064,0.8207063497326944,35.72230307453978,39.6538054498787,38.75392569067053,2.0815157219563454,0.08215104469863499,1.9151271040232292,2.3230580720759284,2.23417095734002,0.02196515154725075,0.00014881403439174733,-0.0007490875858250738,0.9006866169518943,0.008073878760827657,0.045579765711440956,-0.042130607978378976,1.0404169719228111,0
PUMP-001,1779675780000,0.0,0.0,0.0,0.0,0.0,0.5455795961242873,0.019235538324295986,0.4998885643282446,0.6120041142097603,0.5747124087129187,23.83549878074282,0.520301891213214,22.88476307282135,25.38228718249989,24.76027260807431,2002.3566776750451,15.81770008542005,1969.6662210215736,2037.5635692997157,2027.6959567067595,38.38616876839982,0.8342401412620519,35.83815985046424,39.84327817829057,39.621321385204865,2.084366212995975,0.08527685820948792,1.904940214542974,2.254758587683117,2.2196901871421097,0.029676589315506773,0.00028061148868207804,0.003906298393231195,0.9779134219217553,0.0028504910396294214,0.07480447038227567,1.7023845290068493,1.0409559871521807,0
